,JID,Abstract,New_item,New_clause,cat
57,"ULDV,109,婚,108,20201026,1",原告主張：雙方於民國86年結婚，婚後同住于雲林縣民辦公室，並育有子女陳明雙，被告于101年間無故離家，並於101年8月17日將戶籍遷至台中市龍井區後，僅偶爾回來探視上開子女，惟迄今未再返家與原告同居，亦未給予原告生活費用，嗣被告雖曾出現在麥寮鄉，但斯時原告已回雲林縣東勢鄉娘家居住。又被告于101年間曾向本院訴請與原告離婚，該次原告在法庭有與被告見面，此後即未再見過被告。甚者，上開子女國中畢業後原擬就讀嘉義地區之醫護管理專科學校，並從雲林縣東勢鄉原告娘家將上開子女帶走，不讓原告與上開子女見面，此後即未再見過被告。雙方共同生活之圓滿幸福實無可期待，自屬難予維持婚姻之重大事由，而此事由之發生不可歸責于原告。因此原告請求法院判決離婚。,2,0,9
58,"ULDV,109,婚,107,20201124,1",原告主張：雙方於民國71年結婚，婚後同住于雲林縣，並育有子女3人。被告于婚後經常在外賭博、遊逸，又四處借錢，全靠原告個人收入苦撐家計，屢經原告及他家人相勸不聽、溝通無效，被告甚至轉向地下錢莊借款，使家人面臨債主暴力威脅，未久，被告便因積欠龐大債務，惡意離家躲債，僅於過年過節或向原告索取金錢時，始偶爾返家或主動聯絡原告，家中經濟、子女教養及侍奉高堂等事務悉由原告負擔，惟負擔沉重家計外，亦須應付上門討債之債主，已身心俱疲，嗣上開子女就讀高中時即約18年前，原告遂搬至雲林縣麥寮鄉，此後被告即未再主動聯繫原告。而被告躲債離家迄今逾18年，幾無音訊，不僅未盡扶養義務，亦未對上開子女盡教養義務，期間原告曾試圖通過多方籌措，但仍未盡撫養義務，亦未對上開子女盡教養義務，期間原告曾試圖以“三人”為藉口被告婚後長期離家，致雙方分居迄今逾18年，與結婚之目的在營夫妻共同永久生活之本質有違，且被告離家後音訊全無，未與原告聯繫，致夫妻感情更形淡薄，亦堪認雙方間婚姻之誠摯、相互扶持基礎已嚴重動搖或流失殆盡，如此婚姻，任何人易地而處，均難以忍受，因此請求法院判決離婚。,2,0,9
59,"ULDV,109,婚,101,20210126,1",原告主張：雙方于民國95年於大陸地區結婚，婚後被告來台與原告同住，嗣被告于96年返回臺灣後即不再回來，迄今十幾年沒有返回臺灣與原告同居，亦不接聽原告電話，致原告無從尋找被告，雙方已經十幾年沒有在一起，已經無婚姻之實質關係，雙方婚姻有名無實，已經沒有維持下去必要，因此請求法院判決離婚。,2,0,9
60,"ULDV,108,婚,98,20191129,1",原告主張：被告為大陸地區人士。雙方於民國105年結婚，並於105年在我國辦理結婚登記，婚後被告來台與原告同住，不料被告于106年無故離家後，即出境臺灣，自此音訊全無，未再返家與原告同居，經原告訴請本院107年度家婚聲字第13號裁定命被告履行同居之義務確定，惟被告仍未履行同居，是被告顯系惡意遺棄原告在繼續狀態中。因此請求法院判決離婚。,1,5,3
61,"ULDV,108,婚,95,20191015,1",原告主張：被告為越南國人，雙方於民國107年在越南結婚，婚後被告來台與原告同住，然被告因常用手機軟體而在外認識越來越多的姊姊，並會一直往外跑去住在姊姊家，開始每月去2次，原告及家人覺得要讓被告有空間，覺得還好，後來卻越來越扯，變成每週都會去該姊姊住處，且不讓原告知其行蹤，之後被告每週前往該姊姊住處2次，經原告家人勸說及溝通，令原告及其家人擔心不已；另外被告亦經常向原告家人要錢表示要拿回越南孝順父母，說要出去外面工作，且想要將在越南的父母接來臺灣一起工作賺錢，於雙方辦理婚宴前一周即一直要求原告將其在越南的全部家人接來臺灣一起工作賺錢，於雙方辦理婚宴前一周即一直要求原告將其在越南的全部家人接來臺灣，但因簽證問題沒辦法成行，因此被告非常生氣，並向原告表達其家人之不滿，之後即以通訊軟體line向原告姊姊表示其要回去越南，不會再回來臺灣，絕不會與原告離婚後，於108年離家出走，經原告及家人四處尋找未獲，迄今仍行蹤不明，因此請求法院判決離婚。,2,0,9
62,"ULDV,108,婚,92,20200325,1",原告主張：被告為大陸地區人民，雙方於民國91年結婚，在大陸結婚後，原告取得證明而先回臺灣辦理登記，惟被告于婚後未曾來過臺灣，至今17年之久，未曾同居共同生活，也不知道被告居所及現況，期間亦未曾聯繫，徒有夫妻之名，但無夫妻之實，認雙方有難以維持婚姻之重大事由，因此請求法院判決離婚。,2,0,9
63,"ULDV,108,婚,88,20200331,1",原告主張：被告為大陸地區人民。雙方於民國92年在大陸地區結婚。婚後被告于同年9月7日來台與原告同住台中租屋處，惟于同年9月底離家表示要去找其表姊，此後即失去聯絡，未再返家，原告以為被告會自己返家故未報案，後來被告因賣淫被警方查獲，於92年被強制出境，而被告被遣送出境後，雙方互相沒有聯絡，因此請求法院判決離婚。,1,5,3
64,"ULDV,108,婚,87,20191025,1",原告主張：被告原為大陸地區福建省人士，嗣後取得我國國籍。雙方於民國92年結婚，被告于106年無故離家，並出境臺灣，自此音訊全無，未再返家與原告同居，已經戶政機關通知辦理遷出登記，雙方分居迄今逾2年餘，空有婚姻之名，而無婚姻之實，已失卻婚姻之意義，又此分居之事由非可歸責于原告，再雙方無複合或維持婚姻之可能，有難以維持婚姻之重大事由。因此原告請求法院判決離婚。,2,0,9
65,"ULDV,108,婚,84,20200325,1",原告主張：雙方於民國106年結婚，被告婚後從大陸來台與原告同住，然被告于106年離家出走，經原告四處尋找未獲，嗣被告于106年11月3日從臺灣出境，原告乃向本院聲請裁定命被告應與原告同居確定在案，然被告迄今仍未與原告履行同居義務，其顯系惡意遺棄原告于繼續狀態之中，因此請求法院判決離婚。,1,5,3
66,"ULDV,108,婚,83,20190830,1",原告主張：被告為大陸地區人民。雙方於網路結識，雙方交往時就曾以投資、買房為藉口，要求原告匯款人民幣60萬元至大陸給被告，雙方並於民國103年結婚，被告于同年來台，並與原告在雲林居住至104年9月，嗣被告表示要到澳門投資做裝潢旋即離家，據被告所述其多次在澳門經商，其間原告又陸續拿了新臺幣300萬元給被告，被告最後一次於105年離家後，即不知去向，手機、微信均無法聯繫，為此原告請求法院判決離婚。,1,5,3
67,"ULDV,108,婚,8,20190426,1",原告主張：被告為越南國籍人，雙方於民國106年結婚，並於107年在我國辦理結婚登記，婚後被告于107年來台與原告同住，被告竟因原告家中從事豬只飼養而嫌棄原告家中環境髒亂，又嫌棄原告所給予之生活費用太少等情，甚者，被告每日與身處越南之不詳男子通話，通話時間均長達1小時之久，雙方為此持續爭吵，婚姻已不和諧。嗣雙方于107年返回越南省親，請求原告挹注資金改善娘家住所環境、或出資購買摩托車等事項，均為原告所拒絕，雙方發生爭執，原告乃先行返台以緩和雙方緊繃情緒。被告于原告返台後，旋即表示不願再來臺灣，且無意維持雙方婚姻，要求原告辦妥離婚手續並將檔寄至越南，經原告極力挽留、主動將返台機票展延至108年1月4日、並于當日詢問被告是否返台，均無效果，雙方迄今未有任何聯絡。上情顯示雙方對於婚姻價值觀存在歧異，僅將婚姻架構於金錢之上，忽略婚姻互相扶持、彼此尊重、協調之真諦，且被告多次向原告表示不願返台，均無複合或維持婚姻之可能，有難以維持婚姻之重大事由，又此分居之事由非可歸責于原告。因此請求法院判決離婚。,2,0,9
68,"ULDV,108,婚,76,20191023,1",原告主張：被告為大陸地區人民，雙方於民國102年在中華人民共和國福建省結婚（在臺灣未辦理結婚戶籍登記），現婚姻關係存續中。惟結婚後，被告未來臺灣與原告同住，且電話聯繫後，被告表示同意離婚，因認被告有惡意遺棄在繼續狀態中、及雙方有難以維持婚姻之重大事由，因此請求法院判決離婚。,2,0,9
69,"ULDV,108,婚,65,20190828,1",原告主張：被告為柬埔寨籍人氏。雙方於民國96年結婚，婚後被告于8年前返回柬埔寨後，即表示不回來臺灣，並要求原告去告離婚。因雙方已分居長達8年，空有婚姻之名，而無婚姻之實，認雙方有難以維持婚姻之重大事由，因此請求法院判決離婚。,2,0,9
70,"ULDV,108,婚,64,20191231,1",原告主張：雙方于民國107年於大陸地區結婚，並已在臺灣辦理結婚登記，但因被告申請來台團聚經內政部審查不予許可，迄今1年餘無法進入臺灣，雙方夫妻間沒有共同生活，且原告事前不知被告之前有3段婚姻存在，與被告間認識到相處僅有5日時間，在認識不清楚的情況下就決定結婚，婚姻沒有感情基礎，再加上被告無法進入臺灣，夫妻之間有名無實，因此請求法院判決離婚。,2,0,9
71,"ULDV,108,婚,54,20190731,1",原告主張：被告為大陸地區人士。雙方於民國91年結婚，並於91年在我國辦理結婚登記，婚後被告來台與原告同住，料，被告于95年因細故與原告發生爭吵後即離家出走，自此音訊全無，未再返家與原告同居，雙方分居迄今逾12年餘，空有婚姻之名，而無婚姻之實，已失卻婚姻之意義，又此分居之事由非可歸責于原告，再雙方無複合或維持婚姻之可能，有難以維持婚姻之重大事由。因此原告請求法院判決離婚。,2,0,9
72,"ULDV,108,婚,52,20191029,1",原告主張：被告為印尼國籍人，雙方於民國106年在印尼結婚，於107年在臺灣辦妥結婚登記，現婚姻關係存續中，然婚後被告拒不履行同居義務，于107年向原告表示不會過來臺灣，此後即再無聯繫，經原告聲請本院107年度家婚聲字第27號裁判履行同居確定，惟被告仍未履行同居義務，目前仍行蹤不明，無法聯繫，其顯系惡意遺棄原告在繼續狀態中，因此請求法院判決離婚。,1,5,3
73,"ULDV,108,婚,51,20200730,1",原告主張：雙方於民國84年結婚，婚後被告來台與原告共同住居，未料被告來台後一年多，就不告而別，失去聯絡，據悉被告已經返回越南，聽被告越南同鄉說被告好像不打算回來臺灣了，雙方分居至今已超過10年，雙方空有婚姻之名，而無婚姻之實，已失卻婚姻的意義，又雙方分居之事由不可歸責于原告，雙方無複合或維持婚姻之可能，有難以維持婚姻之重大事由，且被告惡意遺棄原告、生死不明已逾三年，因此請求法院判決離婚。,1,5,3
